PersonID,Name,Gender,Age,Religion,Occupation,Education,MaritalStatus,Phone,Address,District
509143,Alexander Sami,Female,48,Jain,Labourer,Graduate,Divorced,0823476919,"H.No. 054, Iyengar Nagar Ranchi 836296",Bengaluru Urban
509144,Pooja Krish,Female,48,Buddhist,Retired,High School,Married,+914692797015,"H.No. 966, Mall Circle, Visakhapatnam 238588",Bengaluru Urban
509145,Rushil Bedi,Female,75,Jain,Driver,Post Graduate,Divorced,+913068481917,"571 Khatri Chowk, Chennai-297551",Mysuru
509146,Maanav Vyas,Male,66,Hindu,Student,Diploma,Widowed,03896997451,"94/75, Khalsa Path Vijayanagaram-153307",Bengaluru Urban
509147,Ayushman Iyer,Male,33,Muslim,Doctor,High School,Widowed,3692830211,"12/280, Barad Circle Pondicherry-693386",Bengaluru Urban
509148,Radhika Nori,Female,57,Sikh,Business,Graduate,Married,+919972619748,"565, Sachar Nagar Secunderabad-174574",Mysuru
509149,Chandresh Sarraf,Female,23,Muslim,Business,Primary,Married,+910574658969,72/802 Parmer Zila Kota 582597,Bengaluru Urban
509150,Unnati Kota,Male,20,Muslim,Labourer,Graduate,Married,3393934466,"154 Misra Nagar, Parbhani-652124",Dakshina Kannada
509151,Meera Bora,Male,50,Hindu,Business,Diploma,Widowed,03344998686,"67/87, Edwin Street, Kamarhati-590604",Dakshina Kannada
509152,Pooja Basu,Female,32,Buddhist,Doctor,Graduate,Divorced,+918521166741,"H.No. 789, Gade Zila Orai 290503",Bengaluru Urban
509153,Zarna Iyer,Female,20,Muslim,Government Employee,Primary,Married,+911245592275,"H.No. 85, Pandit Road Pudukkottai-095173",Dakshina Kannada
509154,Zaitra Tripathi,Male,63,Sikh,Teacher,Primary,Married,+918716019867,"22/676 Chadha Circle, Salem 187932",Mysuru
509155,Reyansh Bail,Male,53,Sikh,Business,Post Graduate,Divorced,+913562815692,"720, Bose Marg, Chandigarh-423866",Dakshina Kannada
509156,Neha Nagarajan,Female,21,Hindu,Labourer,PUC,Divorced,4430630877,"022 Thakur, Karnal-840553",Dakshina Kannada
509157,Tara Sani,Male,71,Sikh,Teacher,PUC,Widowed,3088764499,"08, Khare Circle Serampore-362036",Dakshina Kannada
509158,Harita Rao,Female,24,Muslim,Government Employee,Graduate,Single,01653618949,"H.No. 482, Memon Marg, Nizamabad 844547",Dakshina Kannada
509159,Chatura Sem,Female,42,Sikh,Engineer,Diploma,Single,00181365594,"42 Joshi Zila, Sangli-Miraj & Kupwad 260415",Dakshina Kannada
509160,Isha Mander,Female,56,Sikh,Government Employee,Diploma,Single,09698605328,"679, Bhandari Path, Coimbatore 132479",Mysuru
509161,Triveni Malhotra,Female,60,Muslim,Labourer,High School,Divorced,07898213741,93/81 Chhabra Thrissur 592665,Bengaluru Urban
509162,Tejas Khanna,Female,33,Buddhist,Student,Post Graduate,Single,6529473288,"H.No. 311, Oza Path Secunderabad 558541",Mysuru
509163,Lajita Patil,Female,30,Christian,Farmer,Graduate,Married,9571359221,"H.No. 406, Kaul Path Baranagar 817042",Bengaluru Urban
509164,George Datta,Male,42,Christian,Engineer,Diploma,Married,2204481358,"76/53, Loke Ganj, Tirunelveli 592311",Bengaluru Urban
509165,Ryan Borah,Male,43,Jain,Software Engineer,Primary,Divorced,9025538481,"71/75, Gala Chowk Medininagar 086902",Bengaluru Urban
509166,Orinder Mand,Male,47,Sikh,Government Employee,Graduate,Single,+910440451138,"493, Venkataraman Street South Dumdum-674126",Bengaluru Urban
509167,Kai Dora,Female,56,Sikh,Student,High School,Married,02262318229,"42, Chhabra, Madhyamgram 296738",Mysuru
509168,Ranveer Krishnamurthy,Male,44,Muslim,Police,PUC,Widowed,+913102304993,"02/95 Chakraborty Ganj, Sangli-Miraj & Kupwad 791344",Mysuru
509169,Neel Pant,Female,75,Hindu,Retired,High School,Married,2439290706,"673 Dhaliwal Road, Guna-104242",Mysuru
509170,Abeer Borah,Male,30,Sikh,Teacher,Diploma,Widowed,+918288291972,"87/94, Singh Path, Coimbatore 547574",Dakshina Kannada
509171,Ekanta Madan,Female,44,Christian,Teacher,Graduate,Divorced,08209938816,"29, Chacko Chowk Unnao-044019",Dakshina Kannada
509172,Neelima Sodhi,Male,60,Muslim,Student,High School,Married,7300960675,"99/51 Chauhan, Agartala 368001",Bengaluru Urban
509173,Alexander Sahota,Female,47,Muslim,Labourer,High School,Divorced,+913902592605,"H.No. 24, Mann Chowk, Loni-024802",Bengaluru Urban
509174,Mekhala Balay,Female,23,Sikh,Engineer,PUC,Married,4535492502,"53/583, Walla Pondicherry 575545",Dakshina Kannada
509175,Alexander Deshpande,Female,62,Jain,Farmer,High School,Widowed,+917594716184,71/26 Dada Marg Rajpur Sonarpur-676326,Bengaluru Urban
509176,Oni Keer,Female,49,Hindu,Labourer,PUC,Single,07721214777,14/777 Kalla Zila Bhalswa Jahangir Pur-990706,Bengaluru Urban
509177,Omya Ganesh,Male,64,Hindu,Retired,High School,Married,+919830303360,"999 Seth Nagar, Belgaum 876445",Bengaluru Urban
509178,Aachal Sane,Female,36,Buddhist,Software Engineer,Post Graduate,Widowed,+918363126095,"H.No. 80, Gandhi Street Jamnagar-185903",Bengaluru Urban
509179,Gautam Gara,Female,52,Jain,Government Employee,Diploma,Single,3013526468,"70/23, Natt Nagar Meerut 444288",Dakshina Kannada
509180,Chaitanya Dhingra,Male,58,Sikh,Labourer,Graduate,Widowed,+912074183821,"H.No. 90 Datta Circle, South Dumdum-771363",Mysuru
509181,Vedant Hegde,Male,39,Christian,Student,Graduate,Divorced,8537463607,"53, Pall Baranagar 547536",Bengaluru Urban
509182,Harrison Dey,Male,45,Buddhist,Driver,Diploma,Married,+913307400766,"508, Borra, Bulandshahr-463142",Mysuru
509183,Wakeeta Bumb,Female,32,Jain,Driver,Primary,Married,7605655070,"H.No. 82, Dewan Road Bhubaneswar-082833",Dakshina Kannada
509184,Ikshita Anne,Male,66,Buddhist,Student,Graduate,Married,3397385021,"H.No. 68 Comar Road, Barasat-622948",Mysuru
509185,Yashasvi Reddy,Male,33,Muslim,Business,Diploma,Divorced,07395278578,"149, Chowdhury Chowk Karaikudi-497363",Bengaluru Urban
509186,Aarav Rajan,Male,63,Buddhist,Student,PUC,Single,+912180216445,"H.No. 610, Tailor Circle Adoni 970793",Dakshina Kannada
509187,Damini Apte,Male,70,Hindu,Labourer,PUC,Married,+916999155318,"H.No. 03, Sankaran Nagar Panvel 407995",Bengaluru Urban
509188,Logan Chana,Female,45,Christian,Teacher,High School,Married,02565452540,"H.No. 076, Badami, Hindupur 626148",Mysuru
509189,Manthan Swamy,Male,49,Christian,Government Employee,High School,Divorced,+918779846456,"33/55, Pal Nagar, Berhampore-711516",Mysuru
509190,Kevin Deo,Male,24,Sikh,Student,Graduate,Single,04118335103,"H.No. 38, Bains Chowk, Etawah 272728",Mysuru
509191,Saanvi Bhardwaj,Male,50,Hindu,Teacher,Primary,Divorced,08271413694,"99/68, Walia Nagar Bangalore-836111",Dakshina Kannada
509192,Dayamai Deol,Female,18,Buddhist,Retired,High School,Widowed,09311455084,"63/836, Borde Ganj Satara-086205",Dakshina Kannada
509193,Prisha Patel,Male,19,Hindu,Retired,High School,Married,03622989611,"48 Mukhopadhyay Zila, Gwalior 815753",Mysuru
509194,Siya Bhardwaj,Male,58,Sikh,Government Employee,Primary,Single,+911102695122,46/17 Walla Nagar Bharatpur 193345,Mysuru
509195,Yashoda Randhawa,Male,66,Muslim,Driver,Primary,Widowed,2857628093,"H.No. 721, Ravel Chowk, Sirsa-963167",Bengaluru Urban
509196,Timothy Datta,Female,36,Buddhist,Private Employee,Diploma,Widowed,9648010197,37/973 Sen Street Bhimavaram-157427,Dakshina Kannada
509197,Qushi Chhabra,Female,36,Muslim,Farmer,Graduate,Widowed,+917979789776,"494 Bali Circle, Allahabad 084097",Mysuru
509198,Jeet Chacko,Female,24,Jain,Police,High School,Divorced,+913181400265,93/28 Halder Marg Bidhannagar-452335,Dakshina Kannada
509199,Tejas Sahota,Female,49,Hindu,Labourer,Primary,Divorced,8444904293,H.No. 929 Soman Panvel-943892,Mysuru
509200,Kritika Mitter,Female,57,Buddhist,Engineer,Post Graduate,Widowed,0432863122,"H.No. 342 Gara, Sonipat-004834",Bengaluru Urban
509201,Geetika Khalsa,Male,47,Hindu,Doctor,High School,Widowed,+917285380444,"54 Bajaj Circle, Bettiah-628179",Dakshina Kannada
509202,Isaac Upadhyay,Male,57,Christian,Doctor,Diploma,Widowed,02668260539,"60/116, Ben Circle Srinagar 465688",Dakshina Kannada
509203,Udant Sane,Male,38,Christian,Private Employee,High School,Divorced,09258741552,"84/49 Sur Chowk, Aizawl-103343",Bengaluru Urban
509204,Aachal Kade,Female,33,Hindu,Government Employee,Graduate,Widowed,7272867224,"94/725, Goyal Street, Bidhannagar 234856",Bengaluru Urban
509205,Watika Bassi,Male,69,Jain,Teacher,Post Graduate,Divorced,+913617827740,"58, Balasubramanian Street Nizamabad 425879",Bengaluru Urban
509206,Gagan Bhavsar,Female,42,Muslim,Driver,PUC,Divorced,+912620815769,"354, Dewan Circle, Bidar-645771",Dakshina Kannada
509207,Dayita Agarwal,Male,75,Buddhist,Software Engineer,Primary,Widowed,+913272979804,76/12 Tandon Zila Amritsar-195910,Mysuru
509208,Hiral Bava,Female,70,Jain,Government Employee,Graduate,Widowed,+913352976371,"449, Sunder Ganj Jorhat 452360",Mysuru
509209,Umang Kunda,Female,21,Hindu,Teacher,PUC,Married,9750267501,"299, Bhalla Zila, Bhopal 143372",Bengaluru Urban
509210,Tara Nagarajan,Female,45,Buddhist,Driver,Post Graduate,Divorced,06955103308,"55 Nagi Marg, Salem 790797",Dakshina Kannada
509211,Saumya Padmanabhan,Male,23,Christian,Engineer,High School,Divorced,5765521369,"H.No. 777, Srivastava Chowk, Nagercoil 180017",Dakshina Kannada
509212,Aayush Ray,Female,69,Hindu,Labourer,Primary,Widowed,+917152936464,"57, Mall Chowk, Tirupati 028910",Mysuru
509213,Oliver Acharya,Male,21,Sikh,Farmer,High School,Married,7764622110,"H.No. 920, Iyengar Path Belgaum-070532",Dakshina Kannada
509214,Girindra Oza,Male,46,Hindu,Retired,Post Graduate,Single,05704983594,"H.No. 76, Aggarwal Zila, Yamunanagar 144070",Mysuru
509215,Sara Boase,Female,25,Jain,Driver,PUC,Single,+912487564340,"778 Prakash Chowk, Gorakhpur-211569",Mysuru
509216,Aarush Gill,Female,29,Sikh,Doctor,PUC,Married,5771184237,H.No. 684 Saraf Road Ambattur-799706,Mysuru
509217,Barkha Ray,Male,47,Muslim,Police,Diploma,Single,+914474248422,"30/52 Rau Zila, Farrukhabad 810193",Dakshina Kannada
509218,Finn Varughese,Female,62,Hindu,Police,Primary,Married,3696341966,"H.No. 57 Kashyap Zila, Sambhal-432019",Mysuru
509219,Yahvi Natt,Female,68,Christian,Teacher,Primary,Widowed,7479429004,60/689 Sura Chowk Bardhaman-946380,Mysuru
509220,Indrajit Patla,Male,65,Buddhist,Labourer,Diploma,Widowed,+918556033957,783 Thakkar Marg Mango 332916,Mysuru
509221,Tejas Sabharwal,Female,31,Sikh,Government Employee,High School,Single,07631496227,17/95 Halder Road Bharatpur 496491,Bengaluru Urban
509222,Triya Andra,Male,72,Christian,Retired,Diploma,Married,+914621131151,"68/93 Keer Zila, Thane-580978",Dakshina Kannada
509223,Ekanta Madan,Female,56,Hindu,Labourer,Primary,Married,4796121447,"H.No. 07 Contractor Circle, Sri Ganganagar-164246",Mysuru
509224,Gaurav Madan,Male,43,Buddhist,Driver,PUC,Married,+912909795901,"88, Varghese Zila Shahjahanpur 136121",Mysuru
509225,Hemal Din,Male,20,Sikh,Teacher,Diploma,Widowed,+913752440220,110 Prakash Circle Ratlam 519411,Bengaluru Urban
509226,Nachiket Seshadri,Female,66,Sikh,Software Engineer,Diploma,Single,7246672498,H.No. 125 Lad Marg Lucknow 467552,Mysuru
509227,Gagan Bains,Male,63,Muslim,Private Employee,Graduate,Married,0222024399,"65, Bhandari Ganj, Karimnagar-768602",Dakshina Kannada
509228,Azad Rana,Female,65,Christian,Teacher,Graduate,Widowed,00823144725,"366, Sawhney Hubli–Dharwad-276403",Mysuru
509229,Kavya Prasad,Female,67,Jain,Retired,Diploma,Divorced,+917066122652,04 Mukhopadhyay Road Bally 696307,Bengaluru Urban
509230,Wridesh Gole,Male,60,Sikh,Driver,Diploma,Divorced,2732467974,591 Tiwari Road Kota-842232,Mysuru
509231,Arjun Brar,Female,53,Buddhist,Farmer,Primary,Single,+914272707557,"287, Kale Marg, Hyderabad-080673",Dakshina Kannada
509232,Zinal Seshadri,Female,19,Sikh,Engineer,Graduate,Single,2674526421,"85/138, Trivedi Zila, Sambalpur-707468",Mysuru
509233,Luke Minhas,Male,58,Muslim,Government Employee,Graduate,Single,+910519949164,"60/05 Vora Zila, Tenali-940238",Bengaluru Urban
509234,Krish Mallick,Male,55,Jain,Farmer,Primary,Married,+918045810454,756 Swamy Thiruvananthapuram 531032,Bengaluru Urban
509235,Charvi Swamy,Male,21,Jain,Business,Post Graduate,Widowed,+915188254285,"H.No. 46, Lad Chowk Imphal-310264",Dakshina Kannada
509236,Jatin Nadkarni,Female,64,Hindu,Student,Post Graduate,Married,00034461367,87 Rai Path Alwar-268166,Bengaluru Urban
509237,Deepa Keer,Male,34,Christian,Student,Graduate,Single,05623017312,917 Dugal Road Mira-Bhayandar 120295,Mysuru
509238,Triveni Nagy,Male,55,Muslim,Driver,Post Graduate,Married,+919449651895,"21/373, Rao Ganj Dewas 379489",Mysuru
509239,Reva Shan,Female,71,Buddhist,Business,Primary,Single,+914010597281,"45/016 Mandal Chowk, Orai 704730",Dakshina Kannada
509240,Chaaya Wason,Female,49,Hindu,Software Engineer,Primary,Widowed,02889310391,H.No. 81 Kala Road Thiruvananthapuram 099741,Mysuru
509241,Daniel Naidu,Male,42,Christian,Software Engineer,High School,Divorced,4061441790,779 Apte Bhalswa Jahangir Pur 866375,Bengaluru Urban
509242,Isaiah Verma,Male,67,Hindu,Software Engineer,Graduate,Married,7649384112,H.No. 348 Salvi Chowk Fatehpur-820925,Dakshina Kannada
509243,Sathvik Chokshi,Female,33,Christian,Software Engineer,Diploma,Divorced,+919791252834,"H.No. 19 Nazareth Circle, Proddatur 749567",Bengaluru Urban
509244,Shivansh Om,Male,19,Muslim,Doctor,Diploma,Married,05783381199,16/595 Cherian Road Serampore 512502,Bengaluru Urban
509245,Chakradhar Gokhale,Male,25,Sikh,Doctor,Graduate,Single,01504649131,"H.No. 41, Pandit Road Patiala-037718",Dakshina Kannada
509246,Mugdha Menon,Female,32,Muslim,Engineer,Primary,Widowed,6860702017,"665 Choudhury Marg, Tadipatri 248856",Dakshina Kannada
509247,Bhavini Mammen,Male,35,Muslim,Farmer,High School,Widowed,04079783537,"24/586, Kalita Chowk, Amravati-821542",Mysuru
509248,Ekiya Saha,Female,60,Christian,Software Engineer,Primary,Widowed,6722533511,232 Suri Thoothukudi-719959,Mysuru
509249,Manthan Dani,Female,24,Hindu,Farmer,Primary,Married,00199230075,"H.No. 17, Bhandari Ganj Ranchi 140405",Mysuru
509250,Nitesh Shere,Female,72,Hindu,Business,Diploma,Married,+916575552604,"42, Sachdev Marg Rewa-949891",Dakshina Kannada
509251,Dev Sridhar,Male,61,Christian,Driver,Graduate,Divorced,3226065682,"H.No. 886, Kumar, Karawal Nagar-618938",Dakshina Kannada
509252,Gautam Grover,Female,65,Hindu,Farmer,Graduate,Married,07131914014,"H.No. 35 Kamdar Road, Davanagere-434121",Dakshina Kannada
509253,Girindra Singh,Female,27,Buddhist,Business,Primary,Married,+913791435621,115 Pandit Circle Kishanganj-450617,Bengaluru Urban
509254,Odika Bava,Male,33,Sikh,Private Employee,Diploma,Married,5837018620,"37/247 Mody Path, Hyderabad-782516",Bengaluru Urban
509255,Parth Korpal,Female,43,Jain,Engineer,Graduate,Married,4120382557,29/060 Malhotra Chowk Machilipatnam-097429,Bengaluru Urban
509256,Viraj Nadig,Female,59,Muslim,Business,Graduate,Widowed,01661574836,"379, Hayer Chowk, Katni 728527",Dakshina Kannada
509257,Krish Natarajan,Male,51,Hindu,Labourer,Post Graduate,Divorced,9288445911,"22/66, Parekh Ganj, Mira-Bhayandar-439156",Bengaluru Urban
509258,Rachita Chakraborty,Male,60,Buddhist,Doctor,Post Graduate,Single,0867282336,H.No. 938 Bava Path Ozhukarai 040280,Dakshina Kannada
509259,Upasna Sharaf,Male,34,Christian,Government Employee,Graduate,Widowed,5672715507,"672 Mahajan Ganj, Jammu 008200",Bengaluru Urban
509260,Yuvraj Chakraborty,Female,19,Sikh,Business,PUC,Married,3804443220,H.No. 260 Gade Nagar Ramgarh-710193,Bengaluru Urban
509261,Ojas Patel,Female,67,Jain,Engineer,PUC,Divorced,6989190610,920 Mani Gandhidham 753739,Mysuru
509262,Jagat Chatterjee,Male,50,Muslim,Private Employee,Primary,Married,4456422914,"74/66, Vaidya Road, Shimoga-737188",Dakshina Kannada
509263,Fitan Sem,Male,59,Christian,Driver,PUC,Widowed,08006190159,582 Anne Circle Kakinada 784506,Dakshina Kannada
509264,Liam Purohit,Male,33,Muslim,Teacher,Primary,Married,08667217350,"04/258, Chana Nagar, Nagpur 499667",Dakshina Kannada
509265,Yashodhara Varughese,Female,27,Sikh,Retired,Diploma,Single,3693163168,613 Nagarajan Ganj Chennai-291669,Dakshina Kannada
509266,Dayita Choudhry,Male,69,Buddhist,Business,Post Graduate,Married,+916819035278,"H.No. 86, Behl Nagar, Ichalkaranji 925231",Mysuru
509267,Raksha Tandon,Male,73,Sikh,Doctor,Post Graduate,Married,0193849941,"164, Peri Circle, Davanagere-421011",Dakshina Kannada
509268,Naksh Dutta,Male,20,Hindu,Police,High School,Widowed,6647822661,"H.No. 70 Nagy Street, Visakhapatnam 240682",Mysuru
509269,Victor Pandya,Female,29,Christian,Police,High School,Divorced,07634370276,"H.No. 04 Dixit Marg, Kamarhati-803545",Bengaluru Urban
509270,Qarin Shah,Male,36,Buddhist,Doctor,PUC,Divorced,4279667737,021 Narula Marg Ranchi 474787,Bengaluru Urban
509271,Triveni Randhawa,Male,48,Christian,Driver,Diploma,Single,1290115594,"79/490 Subramaniam Chowk, Bhiwandi 891494",Dakshina Kannada
509272,Jhalak D’Alia,Male,49,Buddhist,Retired,Primary,Single,+918706273841,"H.No. 354, Deshmukh Path, Raurkela Industrial Township 800977",Mysuru
509273,Agastya Shan,Female,40,Buddhist,Doctor,Primary,Single,6819733851,H.No. 218 Chacko Ganj Thrissur 627680,Bengaluru Urban
509274,Laksh Dora,Male,51,Hindu,Police,Primary,Married,05032394871,"H.No. 36 Tripathi Street, Rajpur Sonarpur 707168",Bengaluru Urban
509275,Tripti Warrior,Male,34,Buddhist,Business,Diploma,Married,06817363387,"34/69, Bahri Zila, Dehradun-734629",Mysuru
509276,Udyati Chandra,Male,74,Hindu,Software Engineer,Graduate,Divorced,8593787982,H.No. 30 Char Marg Guna 995025,Bengaluru Urban
509277,Avni Gandhi,Female,67,Sikh,Government Employee,Post Graduate,Widowed,02295691487,"H.No. 28 Ratta Road, Morbi 973025",Bengaluru Urban
509278,Girish Misra,Female,34,Christian,Retired,Graduate,Divorced,9772588371,"61/31 Prasad Street, Visakhapatnam 172339",Bengaluru Urban
509279,Idika Patla,Female,54,Hindu,Driver,Graduate,Divorced,00819954990,"H.No. 603 Bobal Path, Shimoga-500078",Bengaluru Urban
509280,Dominic Mane,Male,55,Buddhist,Private Employee,Primary,Divorced,+913048474507,"H.No. 60 Arora, Tenali 146209",Dakshina Kannada
509281,Tripti Kohli,Male,65,Christian,Retired,Diploma,Divorced,+914249013343,"75, Chaudry Path, Panvel-564401",Mysuru
509282,Darpan Mangat,Male,52,Buddhist,Driver,Primary,Divorced,07911272927,"H.No. 355, Narain Marg Vijayanagaram-506171",Bengaluru Urban
509283,Baljiwan Sandhu,Male,33,Buddhist,Business,High School,Widowed,05984641171,16/985 Ramaswamy Bidhannagar-774106,Mysuru
509284,Anthony Andra,Male,66,Jain,Software Engineer,High School,Widowed,+914151842119,"92/037 Nagi Street, Kakinada-048783",Mysuru
509285,Caleb Bhattacharyya,Male,73,Muslim,Government Employee,High School,Single,+911805102321,"H.No. 702, Oak Nagar Bettiah-097580",Bengaluru Urban
509286,Krishna Nayar,Female,29,Buddhist,Farmer,PUC,Divorced,2716927858,"384 Sahni Chowk, Sangli-Miraj & Kupwad 197681",Mysuru
509287,Patrick Rajagopalan,Male,22,Hindu,Private Employee,Primary,Divorced,04430808476,"H.No. 831, Upadhyay Machilipatnam 141001",Bengaluru Urban
509288,Triveni Dhaliwal,Female,59,Christian,Student,PUC,Widowed,04955812515,H.No. 875 Atwal Marg Ambarnath-904775,Dakshina Kannada
509289,Girindra Kant,Female,73,Hindu,Teacher,Diploma,Married,06613355198,"H.No. 76, Mane Nagar, Fatehpur-295544",Bengaluru Urban
509290,Oscar Sachar,Female,67,Hindu,Engineer,Diploma,Divorced,01856085462,"H.No. 596 De Chowk, Moradabad-906724",Bengaluru Urban
509291,Hemangini Muni,Male,38,Buddhist,Government Employee,PUC,Divorced,+913928874171,"H.No. 760, Sandhu Circle Bidhannagar 822173",Bengaluru Urban
509292,Nisha Kaur,Female,35,Hindu,Teacher,Graduate,Single,06192649781,04 Virk Road Rajahmundry 815536,Mysuru
509293,Lakshit Gola,Female,33,Hindu,Teacher,High School,Widowed,6861774768,"503 Narayanan, Bidhannagar-340390",Dakshina Kannada
509294,Reyansh Jayaraman,Female,61,Jain,Teacher,High School,Widowed,02786397015,"06/439 Devan Circle, Tiruvottiyur-901407",Dakshina Kannada
509295,Anusha Patil,Female,65,Muslim,Driver,Primary,Divorced,1415288279,"83/42 Saha Circle, Dehradun 726951",Mysuru
509296,Geetika Chander,Male,35,Sikh,Engineer,High School,Married,+914508875412,"H.No. 611, Bhandari Street Karawal Nagar-852376",Bengaluru Urban
509297,Jonathan Bera,Male,22,Buddhist,Software Engineer,Primary,Single,+915207442963,H.No. 369 Korpal Path Satara-142760,Dakshina Kannada
509298,Ishwar Ram,Male,66,Hindu,Private Employee,Primary,Married,00242439204,"70, Kumer Ganj Madurai-238646",Mysuru
509299,Ganga Soman,Male,39,Hindu,Retired,Graduate,Married,2470293957,"129, Kapoor Street, Katihar 250254",Dakshina Kannada
509300,Eshana Warrior,Female,40,Hindu,Retired,Graduate,Divorced,04978541023,"00/604 Comar Road, Tirunelveli-315481",Mysuru
509301,Pratyush Nanda,Male,63,Hindu,Labourer,Post Graduate,Widowed,4470772619,"31, Joshi Ganj, Shimla 747040",Mysuru
509302,Wakeeta Boase,Female,31,Jain,Engineer,Diploma,Single,07638303006,"074, Kadakia Zila, Alwar 201305",Mysuru
509303,Madhav Chatterjee,Male,43,Sikh,Doctor,Primary,Married,01172745041,"24, Bir Nagar, Udaipur 934199",Dakshina Kannada
509304,Falan Grover,Female,53,Jain,Police,High School,Divorced,05439582977,28/446 Parekh Road Belgaum-456656,Mysuru
509305,Unni Rout,Female,44,Sikh,Student,PUC,Divorced,4248403042,45 Warrior Road Mathura 457215,Bengaluru Urban
509306,Deepa Brar,Male,30,Hindu,Government Employee,PUC,Divorced,2533058502,"H.No. 031, Srinivas Zila, Hosur 402723",Bengaluru Urban
509307,Bahadurjit Chandra,Female,40,Jain,Labourer,Post Graduate,Married,06737919714,56/398 Saini Ganj Bathinda-073083,Bengaluru Urban
509308,Vasatika Deshmukh,Female,56,Christian,Engineer,Primary,Single,04339369680,"H.No. 74, Wali Circle Gudivada-909694",Bengaluru Urban
509309,Tanay Dora,Female,26,Hindu,Labourer,PUC,Divorced,05769565494,"180, Lal Zila, Bangalore 587659",Mysuru
509310,Ekalinga Kalita,Male,23,Hindu,Driver,Post Graduate,Married,+913377473096,"495, Raghavan Chowk Loni 011623",Bengaluru Urban
509311,Vedhika Vyas,Male,47,Muslim,Driver,High School,Married,01021860501,"60/88, Rama Road, Karimnagar-020744",Bengaluru Urban
509312,Dhruv Jha,Female,57,Jain,Police,Post Graduate,Widowed,5923691672,"H.No. 47 Tank Street, Jaipur 548779",Dakshina Kannada
509313,Tanveer Murthy,Male,58,Muslim,Government Employee,Diploma,Married,08197786375,"97/47, Wable Chowk Malda 299818",Dakshina Kannada
509314,Ekiya Tella,Male,28,Jain,Police,PUC,Divorced,8862256059,"H.No. 24, Kadakia Nagar Bhilwara-544270",Dakshina Kannada
509315,Isha Morar,Male,60,Hindu,Engineer,Primary,Divorced,9480848000,"H.No. 51, Garde Nagar, Bahraich-135126",Bengaluru Urban
509316,Krish Hegde,Male,53,Jain,Retired,Primary,Married,+915080017285,H.No. 93 Gola Nagar Rajahmundry-453879,Mysuru
509317,Praneel Joshi,Male,42,Jain,Driver,PUC,Married,08427968679,15/566 Chakraborty Circle Kottayam 761519,Dakshina Kannada
509318,Vasatika Sha,Male,69,Muslim,Police,High School,Married,02168205538,"H.No. 693, Tandon Street Bhilwara-029734",Dakshina Kannada
509319,Jagvi Bhasin,Male,63,Buddhist,Private Employee,Primary,Widowed,08822287854,"627 Cherian, Firozabad-483933",Dakshina Kannada
509320,Ronith Bhatia,Male,42,Buddhist,Farmer,Post Graduate,Divorced,5466796487,"H.No. 42, Sha Marg Mirzapur-721549",Bengaluru Urban
509321,Dayita Gola,Male,28,Muslim,Government Employee,High School,Single,08511139778,793 Tara Zila Bidar-851168,Dakshina Kannada
509322,Ganga Parekh,Male,20,Sikh,Engineer,Graduate,Single,+917187633071,81 Rout Chowk Jhansi-244172,Mysuru
509323,Ekavir Mangat,Male,21,Christian,Driver,PUC,Widowed,+910545337212,"393 Chand Chowk, Panvel 322409",Mysuru
509324,Saanvi Lad,Male,34,Christian,Retired,Post Graduate,Married,3820039270,"75/211, Borde Chowk, Kirari Suleman Nagar 496988",Mysuru
509325,Jacob Arora,Female,66,Jain,Government Employee,Diploma,Widowed,08214608993,"H.No. 12, Nath Zila, Ramgarh-954958",Bengaluru Urban
509326,Chakradhar Nadkarni,Male,50,Buddhist,Police,PUC,Married,+918805513358,036 Shanker Chowk Rohtak 484222,Bengaluru Urban
509327,Laban Sani,Female,57,Buddhist,Police,Graduate,Single,7453734364,"21/612 Ramesh Nagar, Satara-661959",Dakshina Kannada
509328,Nihal Jhaveri,Female,64,Muslim,Farmer,Diploma,Married,5553567304,"H.No. 629, Shah Circle, Machilipatnam 450911",Bengaluru Urban
509329,Veer Gokhale,Male,48,Buddhist,Engineer,High School,Widowed,02543807921,"778 Om Chowk, Bhagalpur-601470",Mysuru
509330,Vrishti Rai,Female,23,Hindu,Business,Graduate,Married,+917054944184,"73/92 Deshpande Chowk, Meerut 564245",Dakshina Kannada
509331,Baljiwan Swaminathan,Female,53,Hindu,Labourer,Graduate,Single,+919769614606,"530, Viswanathan Circle Ratlam 887201",Mysuru
509332,Advay Rana,Female,25,Christian,Driver,Primary,Divorced,5224088796,272 Kota Path Ambala-105065,Dakshina Kannada
509333,Sneha Dua,Female,64,Muslim,Farmer,Diploma,Single,+915682858445,"74, Nagi Path, Aizawl 793963",Mysuru
509334,Ansh Kade,Female,73,Jain,Retired,PUC,Married,4515671237,"289, Loyal Thoothukudi 160469",Mysuru
509335,Orinder Tara,Female,28,Christian,Government Employee,Graduate,Single,07744350317,"14, Prabhu Circle, Nizamabad 668485",Mysuru
509336,Unnati D’Alia,Male,69,Hindu,Farmer,Diploma,Married,04445871644,"H.No. 759, More Path, Machilipatnam-665484",Bengaluru Urban
509337,Charan Dhar,Male,28,Hindu,Farmer,Diploma,Widowed,01076700744,"656, Anand Road Bhiwani-509087",Mysuru
509338,Om Lata,Female,40,Jain,Doctor,Diploma,Single,02517492910,51/06 Sampath Zila Aurangabad 885992,Dakshina Kannada
